f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,eval
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,84.0,92.0,4.0,4.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,-38
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,5.0,30.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,-294
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,3.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,1.0,-83
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,84.0,84.0,6.0,4.0,29.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,-173
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,3.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,1.0,75
8.0,2.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,100.0,92.0,4.0,2.0,25.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,10.0,1.0,0.0,0.0,0.0,106
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,1.0,0.0,33.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,37
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,84.0,92.0,4.0,1.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,-416
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,10
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,1.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,-117
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,92.0,100.0,5.0,6.0,29.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,-376
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,0.0,1.0,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,1.0,53
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,1.0,3.0,21.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,-198
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,4.0,4.0,26.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,1.0,38
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,6.0,30.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,1.0,73
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,1.0,28.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,125
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,1.0,2.0,19.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,1.0,-214
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,84.0,92.0,3.0,1.0,22.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,-617
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,76.0,92.0,4.0,4.0,30.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,-633
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,2.0,25.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,-310
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,1.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,-35
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,2.0,0.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,43
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,6.0,36.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,1.0,137
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,5.0,4.0,32.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,1.0,548
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,3.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,-125
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,2.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,1.0,154
7.0,2.0,2.0,2.0,1.0,8.0,2.0,1.0,2.0,1.0,92.0,92.0,5.0,2.0,40.0,31.0,0.0,2.0,0.0,0.0,0.0,2.0,13.0,8.0,1.0,0.0,0.0,1.0,630
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,3.0,30.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,-50
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,84.0,100.0,5.0,3.0,29.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,-127
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,2.0,33.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,1.0,-154
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,1.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,110
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,1.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,1.0,38
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,2.0,32.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,1.0,34
6.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,84.0,92.0,1.0,6.0,36.0,41.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,12.0,0.0,0.0,0.0,1.0,-373
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,3.0,28.0,33.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,11.0,0.0,0.0,0.0,1.0,596
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,1.0,2.0,24.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,-274
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,3.0,2.0,35.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,1.0,78
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,0.0,1.0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,1.0,74
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,2.0,30.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,1.0,81
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,3.0,29.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,1.0,73
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,92.0,4.0,4.0,38.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,-284
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,1.0,0.0,37.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,1.0,24
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,100.0,100.0,5.0,0.0,43.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,1.0,536
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,4.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,-499
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,1.0,35.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,1.0,98
8.0,2.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,100.0,100.0,1.0,1.0,31.0,22.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,59
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,2.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,41
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,68.0,4.0,2.0,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,-678
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,0.0,1.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,1.0,46
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,84.0,100.0,2.0,3.0,19.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,1.0,295
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,1.0,26.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,-3
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,3.0,26.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,347
8.0,2.0,1.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,76.0,84.0,4.0,8.0,30.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,-1.0,0.0,0.0,1.0,600
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,2.0,2.0,27.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,1.0,421
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,0.0,3.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,58
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,3.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,-56
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,0.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,1.0,165
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,4.0,25.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,1.0,69
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,5.0,3.0,28.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,-138
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,1.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,1.0,52
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,5.0,28.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,1.0,-27
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,2.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,-25
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,7.0,3.0,42.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,1.0,77
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,0.0,0.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,-80
8.0,2.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,100.0,76.0,3.0,5.0,32.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,11.0,1.0,0.0,0.0,1.0,748
8.0,2.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,92.0,92.0,2.0,4.0,31.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,406
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,76.0,100.0,3.0,2.0,29.0,28.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,11.0,0.0,0.0,0.0,1.0,-376
8.0,2.0,2.0,2.0,1.0,8.0,2.0,1.0,2.0,1.0,100.0,92.0,2.0,2.0,26.0,23.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,9.0,1.0,0.0,0.0,1.0,713
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,3.0,2.0,27.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,-77
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,3.0,22.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1.0,33
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,4.0,2.0,26.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,1.0,314
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,2.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,-203
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,84.0,76.0,4.0,1.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,-552
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,5.0,5.0,35.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,1.0,-136
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,5.0,2.0,24.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,1.0,-248
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,3.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1.0,22
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,2.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,-111
7.0,2.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,100.0,100.0,3.0,2.0,39.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,1.0,0.0,0.0,0.0,-328
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,4.0,3.0,31.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,119
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,2.0,4.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,1.0,531
7.0,2.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,4.0,4.0,41.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,-1.0,0.0,1.0,-720
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,4.0,33.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,180
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,2.0,5.0,31.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,-406
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,92.0,5.0,3.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,1.0,190
8.0,2.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,100.0,92.0,4.0,2.0,33.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,287
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,4.0,34.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,1.0,66
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,84.0,1.0,4.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,1.0,-51
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,3.0,3.0,29.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,1.0,679
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,2.0,30.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,-160
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,2.0,29.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,1.0,-63
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,0.0,33.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,1.0,59
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,2.0,0.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,105
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,2.0,3.0,30.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,79
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,4.0,37.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,1.0,324
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,3.0,3.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,1.0,689
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,5.0,5.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,13
8.0,1.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,3.0,2.0,29.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,-1.0,0.0,0.0,0.0,-302
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,0.0,0.0,19.0,25.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,1.0,-228
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,-119
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,0.0,2.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,36
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,2.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,1.0,-62
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,1.0,26.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,1.0,105
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,4.0,1.0,31.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,141
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,2.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,-155
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,2.0,42.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,1.0,288
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,3.0,1.0,34.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,56
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,84.0,92.0,3.0,6.0,33.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,1.0,699
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,0.0,38.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,67
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,4.0,36.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,-157
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,84.0,92.0,3.0,4.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,122
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,4.0,38.0,43.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,-379
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,3.0,2.0,31.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,-496
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,0.0,1.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,141
7.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,92.0,100.0,1.0,1.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,-534
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,4.0,1.0,27.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,-77
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,4.0,38.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,1.0,432
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,3.0,19.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,-54
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,100.0,92.0,1.0,2.0,30.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,98
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,84.0,3.0,1.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,1.0,-343
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,84.0,4.0,5.0,27.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,220
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,6.0,5.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,1.0,12
