f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,eval
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,4.0,3.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,7
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,4.0,5.0,34.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,62
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,0.0,1.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,1.0,48
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,100.0,100.0,6.0,1.0,39.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,7.0,0.0,0.0,0.0,1.0,286
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,3.0,30.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,1.0,37
8.0,2.0,2.0,2.0,1.0,8.0,2.0,1.0,2.0,1.0,100.0,92.0,1.0,0.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,0.0,0.0,1.0,508
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,3.0,3.0,33.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,1.0,-71
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,4.0,3.0,32.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,-184
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,3.0,23.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,1.0,46
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,3.0,1.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,1.0,386
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,3.0,30.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,1.0,-117
7.0,2.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,100.0,100.0,3.0,0.0,32.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,0.0,0.0,0.0,-598
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,0.0,27.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,7
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,4.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,-457
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,84.0,92.0,1.0,2.0,36.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,-602
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,2.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,-183
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,5.0,2.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,148
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,0.0,100.0,100.0,4.0,5.0,38.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,1.0,1.0,782
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,2.0,24.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,-117
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,2.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,1.0,117
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,84.0,5.0,4.0,37.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1.0,9999
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,2.0,4.0,25.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,-492
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,1.0,28.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,47
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,1.0,2.0,21.0,32.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,0.0,0.0,0.0,1.0,156
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,3.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,-202
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,1.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,1.0,166
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,0.0,33.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,1.0,266
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,2.0,2.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,1.0,-35
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,7.0,4.0,43.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,22
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,0.0,1.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,-16
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,84.0,2.0,3.0,32.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,1.0,505
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,1.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,24
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,100.0,92.0,3.0,3.0,40.0,35.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,-698
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,4.0,43.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,-257
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,2.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,-290
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,84.0,92.0,2.0,1.0,30.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,1.0,111
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,6.0,3.0,35.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,-100
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,2.0,34.0,27.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,10.0,0.0,0.0,0.0,1.0,-45
8.0,2.0,2.0,2.0,1.0,8.0,2.0,1.0,2.0,1.0,100.0,100.0,0.0,0.0,15.0,26.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,6.0,1.0,0.0,0.0,1.0,456
7.0,2.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,100.0,92.0,4.0,3.0,34.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,1.0,0.0,0.0,1.0,285
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,92.0,76.0,2.0,4.0,43.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,-560
6.0,2.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,92.0,100.0,3.0,3.0,33.0,31.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,1.0,762
8.0,1.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,5.0,1.0,30.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,-1.0,0.0,0.0,1.0,-151
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,4.0,3.0,32.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,-40
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,3.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,-100
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,6.0,27.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,-63
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,2.0,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,1.0,74
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,0.0,2.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,137
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,3.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,1.0,75
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,0.0,23.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,1.0,39
8.0,2.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,84.0,76.0,4.0,3.0,39.0,38.0,1.0,1.0,0.0,0.0,2.0,0.0,11.0,11.0,0.0,0.0,0.0,1.0,951
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,2.0,36.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,1.0,532
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,1.0,27.0,23.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,1.0,-41
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,1.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,90
8.0,2.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,100.0,92.0,1.0,2.0,25.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,263
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,4.0,1.0,30.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,1.0,572
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,4.0,30.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,10.0,0.0,0.0,0.0,1.0,-141
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,1.0,28.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,1.0,129
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,1.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,106
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,3.0,22.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,1.0,59
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,3.0,30.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,528
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,2.0,29.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,-541
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,5.0,4.0,35.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,1.0,173
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,3.0,27.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,43
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,3.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,1.0,450
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,5.0,1.0,27.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,1.0,98
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,2.0,3.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,-425
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,1.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,-47
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,2.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,-89
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,5.0,5.0,29.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,-170
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,5.0,2.0,28.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,1.0,86
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,3.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,-89
8.0,1.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,92.0,2.0,2.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,-1.0,0.0,0.0,1.0,-474
7.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,3.0,39.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1.0,-123
7.0,2.0,2.0,2.0,1.0,7.0,1.0,2.0,1.0,1.0,100.0,92.0,5.0,3.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,1.0,0.0,1.0,642
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,84.0,92.0,4.0,5.0,32.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,1.0,142
8.0,2.0,2.0,2.0,0.0,8.0,2.0,2.0,2.0,1.0,100.0,84.0,3.0,1.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,-1.0,0.0,-762
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,4.0,24.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1.0,630
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,92.0,76.0,2.0,3.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,-565
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,0.0,2.0,25.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,-136
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,3.0,33.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,1.0,39
8.0,2.0,1.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,100.0,92.0,1.0,5.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,-1.0,0.0,0.0,0.0,-548
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,4.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,-33
8.0,2.0,2.0,2.0,0.0,6.0,2.0,2.0,2.0,1.0,84.0,100.0,3.0,3.0,28.0,36.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,10.0,0.0,0.0,-1.0,1.0,-486
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,0.0,1.0,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,-38
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,2.0,28.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,1.0,148
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,1.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,1.0,325
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,3.0,1.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,1.0,43
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,3.0,26.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,-125
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,2.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,1.0,-109
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,2.0,30.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,134
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,2.0,37.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,-165
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,100.0,84.0,1.0,3.0,27.0,31.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,9.0,0.0,0.0,0.0,1.0,-23
8.0,2.0,2.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0,100.0,92.0,1.0,3.0,33.0,26.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,123
7.0,2.0,2.0,2.0,1.0,8.0,2.0,1.0,2.0,1.0,100.0,100.0,5.0,4.0,30.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,1.0,0.0,0.0,1.0,503
6.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,84.0,2.0,1.0,32.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,1.0,595
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,4.0,3.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,176
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,3.0,29.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,1.0,-80
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,84.0,100.0,2.0,5.0,29.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,1.0,509
8.0,1.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,0.0,0.0,21.0,23.0,0.0,2.0,0.0,0.0,0.0,2.0,6.0,4.0,-1.0,0.0,0.0,1.0,-381
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,2.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,1.0,-238
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,2.0,3.0,35.0,48.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,12.0,0.0,0.0,0.0,0.0,-155
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,3.0,26.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,1.0,-4
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,4.0,33.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,1.0,647
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,2.0,2.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,-318
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,60.0,100.0,6.0,4.0,37.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,-783
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,0.0,5.0,22.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,1.0,337
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,100.0,92.0,2.0,2.0,30.0,30.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,10.0,0.0,0.0,0.0,1.0,-142
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,3.0,34.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,9.0,0.0,0.0,0.0,0.0,-390
8.0,1.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,1.0,23.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,-1.0,0.0,0.0,1.0,606
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,4.0,2.0,42.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,-312
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,4.0,21.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,1.0,-112
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,3.0,2.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,1.0,171
8.0,2.0,2.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0,92.0,92.0,3.0,3.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,0.0,0.0,1.0,649
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,3.0,1.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,50
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,84.0,100.0,1.0,3.0,21.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,1.0,-62
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,92.0,2.0,2.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,72
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,100.0,100.0,4.0,2.0,37.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,1.0,11
8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,92.0,100.0,0.0,2.0,32.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,-7
7.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,4.0,4.0,38.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,1.0,373
8.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,92.0,100.0,0.0,2.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,1.0,139
